obs0,obs1,action_sb3,action_numpy
-0.163310528,0.100493953,-2.93502426,-2.93502426
0.0622070953,0.0977458283,1.75509453,1.75509453
-0.192093417,-0.104071893,-3.77624321,-3.77624321
-0.120876059,0.16689086,-2.54045486,-2.54045486
0.144252166,-0.15199177,2.07969856,2.07969856
0.0671396628,-0.222382322,0.892347336,0.892347336
-0.0899389908,-0.216807306,-3.56682014,-3.56682014
-0.0865916908,0.104841925,-2.5804615,-2.5804615
0.164130762,-0.178486556,2.37818336,2.37818336
0.0168316141,0.120834664,1.17402077,1.17402077
0.181168988,0.0660362914,3.90791321,3.90791321
-0.0979572311,0.075286895,-2.72045708,-2.72045708
-0.0718035325,0.285677046,-1.96276093,-1.96276283
-0.0401295461,0.111256629,-2.35351562,-2.35351562
-0.190708965,-0.0599631332,-3.62085724,-3.62085533
0.150043041,0.0661364645,2.78995895,2.78995895
-0.0224228445,0.261562496,-1.12798309,-1.12798309
0.141593754,-0.106670596,2.17917252,2.17917252
0.0178193599,-0.00610544626,0.835371017,0.835371017
0.0528809987,-0.0995332375,1.06733513,1.06733513
-0.102317996,0.247603104,-2.21564484,-2.21564674
0.169549793,0.205993727,3.67953873,3.67953873
0.191281766,0.146994919,4.5204525,4.5204525
0.105866894,0.15755406,2.49257088,2.49257088
-0.00775694754,-0.0261286832,-0.883937836,-0.883937836
-0.103909492,0.086891517,-2.71119118,-2.71119118
-0.0842719451,-0.145314947,-3.32682228,-3.32682228
0.0343845487,-0.0540105663,0.938241959,0.938241959
-0.112457357,0.189633608,-2.43595314,-2.43595314
0.144227967,-0.199380293,1.93977356,1.93977356
-0.196997181,-0.098322019,-3.79808044,-3.79808044
0.119004332,0.203504324,2.79242134,2.79242134
-0.14466837,0.164601535,-2.65945053,-2.65944862
-0.153718337,-0.0659624487,-3.38155174,-3.38155174
0.199443802,-0.1844455,3.93738365,3.93738365
-0.138414562,-0.0463198014,-3.25835037,-3.25835037
0.0478674099,0.259740472,1.99997711,1.99997711
0.192328453,-0.258215606,3.46174812,3.46174812
-0.144800991,0.174442783,-2.63143539,-2.63143539
-0.0917471424,0.230909437,-2.21931267,-2.21931267
0.0653813034,-0.232893124,0.839101791,0.839101791
0.133011714,-0.194186166,1.81395721,1.81395721
-0.0306018423,0.0313109569,-2.34882736,-2.34882545
0.000306459639,0.111697748,0.145793915,0.145793915
0.0610746928,0.295225203,2.28504753,2.28504753
0.199768767,0.0098756412,4.47875023,4.47875023
-0.161920369,0.13670598,-2.82317543,-2.82317543
0.190665632,-0.10900417,3.80112267,3.80112267
-0.015516446,-0.045133844,-1.52983284,-1.52983284
-0.179432333,0.103358656,-3.00372314,-3.00372314
-0.0586649217,0.172478318,-2.24965286,-2.24965286
0.132848024,0.192738473,2.93645287,2.93645287
-0.0333335996,-0.107072592,-2.87574387,-2.87574577
0.0995283127,0.180833668,2.48011398,2.48011398
-0.00349702151,0.23581861,0.232210159,0.232210159
-0.142436519,0.227441266,-2.4656868,-2.4656868
-0.161561906,-0.207884684,-3.88828087,-3.88828278
0.0135360053,-0.25948891,0.030380249,0.030380249
-0.17887716,-0.299688756,-4.33730698,-4.33730698
-0.0254733358,0.164774328,-1.65114594,-1.65114403
-0.186064661,0.0913545638,-3.09704018,-3.09704018
0.129250929,-0.199199498,1.75172424,1.75172424
-0.1412545,0.216480583,-2.49196625,-2.49196625
0.129249841,0.0233650599,2.40182495,2.40182495
0.127679959,-0.24434635,1.59904671,1.59904671
-0.0422073938,0.142678529,-2.26698112,-2.26698303
-0.0970192179,0.151397347,-2.48526001,-2.48526001
0.00167144171,0.150159597,0.36592865,0.36592865
-0.0141281448,-0.0792573988,-1.52755165,-1.52755356
-0.112324312,-0.1749724,-3.53585625,-3.53585815
0.100596324,-0.228653789,1.30267143,1.30267143
-0.165607065,-0.194225177,-3.87290001,-3.87290001
-0.1298614,0.193864569,-2.50323486,-2.50323486
-0.0405973494,0.294233084,-1.79671288,-1.79671478
-0.145115495,0.0921238959,-2.87236023,-2.87235832
-0.0205081962,-0.0642490909,-1.96503639,-1.96503639
0.150033683,0.285357386,3.41767883,3.41767883
0.149143577,-0.184619591,2.04403305,2.04403305
-0.111680828,0.0936443284,-2.72350502,-2.72350311
-0.0843665674,0.140835077,-2.46095276,-2.46095276
0.02656826,0.0305452608,1.06186485,1.06186485
0.131418765,0.126319662,2.72686386,2.72686386
-0.189368889,-0.270324528,-4.31836319,-4.31836319
0.0406233817,-0.00828475505,1.15413094,1.15413094
-0.0959261358,-0.048806347,-3.08697701,-3.08697701
0.103164129,0.195966884,2.57022095,2.57022095
0.0244892277,-0.0687783137,0.756177902,0.756177902
-0.0917212963,0.0131510822,-2.88109398,-2.88109398
-0.0741001517,0.0384570807,-2.72658539,-2.72658539
0.0706609562,-0.260352463,0.826858521,0.826862335
-0.19957301,-0.172633722,-4.06591225,-4.06591225
0.157804593,0.0877744555,2.95083809,2.95083809
-0.131215855,0.234158382,-2.39223862,-2.39223862
-0.0120176235,-0.0143449455,-1.17171478,-1.17171478
0.174216777,-0.264307976,2.67826653,2.67826653
-0.113928691,0.0514627956,-2.86053848,-2.86053848
-0.1218054,0.107716203,-2.72358704,-2.72358704
-0.114363082,-0.240505815,-3.74982262,-3.74982071
-0.117205933,-0.04635958,-3.16952324,-3.16952324
-0.129544675,-0.219184786,-3.7498455,-3.7498455
0.144112751,-0.107761681,2.20769882,2.20769882
-0.0556965247,-0.266837746,-3.56703186,-3.56703186
-0.0570521504,-0.141115695,-3.19442177,-3.19442177
0.0441940278,-0.176765814,0.730524063,0.730524063
0.155346185,0.257799983,3.40810394,3.40810394
-0.160067573,-0.235558227,-3.97164536,-3.97164536
-0.15386942,0.0717415512,-2.97338295,-2.97338295
-0.151212409,0.211429387,-2.55444336,-2.55444527
0.101708606,0.191885322,2.53991127,2.53991127
0.0104242107,0.298006326,1.47221947,1.47221947
-0.182329953,-0.0592410229,-3.54911041,-3.54911041
-0.0704253316,0.269187301,-2.00698662,-2.00698662
0.0307443831,0.183714584,1.54640388,1.54640388
-0.13186352,0.287180483,-2.24047279,-2.24047279
-0.000544181268,-0.00379675417,-0.268354416,-0.268354416
0.188353896,-0.071560584,3.81328392,3.81328392
-0.0409899913,0.0508516207,-2.54136848,-2.54136848
-0.14877896,-0.107348621,-3.48524094,-3.48524094
-0.122716673,-0.238029912,-3.77887726,-3.77887726
0.146457836,0.0535986982,2.70823288,2.70823288
-0.0565308817,-0.0547983721,-2.93134117,-2.93134117
-0.0273923986,0.0798895061,-2.05169106,-2.05169106
0.170707762,0.259667784,3.86111069,3.86111069
-0.0434032083,-0.102442525,-3.01749611,-3.01749802
-0.0195813999,0.0407605395,-1.57876968,-1.57876968
-0.0152728353,0.0952520445,-1.08773041,-1.08773041
0.0217596088,-0.107570671,0.609380722,0.609380722
-0.0617076792,-0.0728443265,-3.00875282,-3.00875282
-0.162144095,-0.200362414,-3.8669796,-3.8669796
0.0892455205,-0.0665419698,1.6298027,1.6298027
-0.114184409,0.0376034454,-2.90349388,-2.90349388
0.102215819,-0.145546585,1.56624603,1.56624603
0.130715951,0.256502926,3.09392548,3.09392548
0.0389578119,0.101368599,1.43479729,1.43479729
-0.178969607,0.267311931,-2.52437973,-2.52437973
-0.0430061072,0.254340231,-1.9295311,-1.9295311
0.0315910093,-0.297228724,0.216876984,0.216876984
-0.184583202,0.108251281,-3.03033829,-3.03033829
0.0250672046,-0.284080535,0.168869019,0.168869019
0.0973839834,0.2112872,2.54166794,2.54166794
-0.00143300707,-0.0205455367,-0.386590958,-0.386590958
-0.197810754,0.171989828,-2.93541336,-2.93541336
-0.0677135736,0.227258176,-2.12293053,-2.12293053
-0.0507757664,0.0390467457,-2.62093544,-2.62093544
-0.091863282,-0.203647017,-3.53570557,-3.53570557
0.109963164,-0.00204571267,2.08211517,2.08211517
0.0145951696,0.279249579,1.5817585,1.5817585
0.185431972,0.213385269,4.47328949,4.47328949
-0.12495628,0.0565636158,-2.89152527,-2.89152527
0.151258975,-0.0753216371,2.39269447,2.39269447
-0.159557536,0.186577737,-2.66680527,-2.66680527
-0.00729457941,0.0386356078,-0.653026581,-0.653026581
0.192857713,0.06432686,4.35841751,4.35841751
-0.0300082453,-0.0780093819,-2.67292786,-2.67292786
-0.0329522826,-0.228960544,-3.24370575,-3.24370575
0.117900223,0.202630118,2.77593422,2.77593422
-0.0862411484,-0.117722027,-3.25231552,-3.25231552
0.149733707,-0.285617799,1.74083138,1.74083138
0.00818297733,-0.0217945706,0.340648651,0.340652466
0.0760507062,-0.201964974,1.06632996,1.06632996
0.0673322976,-0.0739595965,1.32730865,1.32730865
0.0474859104,-0.275942981,0.483449936,0.483449936
-0.0153091215,0.0133505361,-1.33773232,-1.33773232
-0.114269435,-0.216225803,-3.6731739,-3.67317581
-0.124610282,-0.0935153514,-3.34252357,-3.34252357
-0.161275938,0.268391877,-2.43651199,-2.43651199
-0.0380023755,0.185381755,-2.11222649,-2.11222649
0.189766854,-0.25155884,3.37595367,3.37595367
0.0606677867,0.22284545,2.07938004,2.07938194
0.0536937751,-0.0425843261,1.24368668,1.24368668
-0.027569456,-0.278460681,-3.1495266,-3.1495266
0.013840301,0.296125799,1.61780739,1.61780739
0.183483005,-0.275760472,3.06175423,3.06175423
0.0823188052,-0.118941084,1.38858604,1.38858604
0.161195666,-0.272931159,1.95240974,1.95240974
0.174349636,0.202485442,3.91508865,3.91508865
-0.152998254,-0.264105409,-4.01452637,-4.01452637
0.133883059,-0.206545398,1.7886219,1.7886219
0.0139592616,0.249446914,1.4900856,1.49008942
0.0269792452,-0.0616600178,0.811460495,0.811460495
-0.0219935775,-0.262129694,-2.67957306,-2.67957306
0.187500924,-0.113607489,3.66483879,3.66483879
-0.124254607,-0.128371626,-3.44581223,-3.44581223
0.185749277,-0.243428364,3.23954201,3.23954201
0.146921217,0.124706335,2.91910172,2.91910172
0.132007673,0.285538524,3.19427299,3.19426918
0.136861861,0.266029418,3.19887924,3.19887924
-0.149225891,0.177473143,-2.64381218,-2.64381218
0.0182702783,0.0260973573,0.931306839,0.931306839
0.159568638,0.283082277,3.52841377,3.52841568
0.0819353312,-0.0102369664,1.69984436,1.69984436
-0.0174384564,-0.068195127,-1.74481201,-1.74481201
-0.055360388,-0.065095894,-2.95732498,-2.95732307
-0.16409871,-0.25353834,-4.06468201,-4.06468391
0.111947939,-0.0323562659,2.01957321,2.01957321
0.1722738,0.067332603,3.47493935,3.47493935
-0.185929611,-0.205486,-4.06983376,-4.06983376
-0.117672086,0.285441607,-2.17697144,-2.17697334
-0.112518311,0.00945340563,-2.98149872,-2.98150063
0.174470767,0.28631565,4.10338974,4.10338974
-0.105455823,-0.270529419,-3.80475616,-3.80475616
-0.138559267,-0.262002915,-3.92377663,-3.92377663
-0.121950306,0.0411418304,-2.92547035,-2.92547035
0.164979517,0.0223313309,2.97266769,2.97266769
0.050395824,-0.178879648,0.804065704,0.804065704
0.120233446,0.0706733465,2.42375374,2.42375374
0.145654738,0.269305855,3.31891441,3.31891441
-0.0608396903,-0.245652571,-3.52590942,-3.52590942
-0.109628417,-0.0372950621,-3.11039734,-3.11039734
0.178277463,-0.0730141029,3.41495514,3.41495514
0.108309284,0.024286015,2.13732719,2.13732719
-0.126876488,-0.107559532,-3.39423943,-3.39423943
0.0612767525,0.103712037,1.75840569,1.75840569
-0.0260961019,-0.162812635,-2.68400955,-2.68400955
0.0887627155,-0.198676169,1.23909378,1.23909378
0.17466788,-0.187257856,2.91958237,2.91958237
-0.157075047,-0.00141137862,-3.20136261,-3.20136261
0.00781983882,0.00491574872,0.393857956,0.393857956
-0.0253330041,0.296888947,-1.24208069,-1.24208069
-0.00548775494,-0.0132320514,-0.672599792,-0.672599792
-0.0312935747,-0.259904534,-3.28483009,-3.28483009
0.0371826515,-0.163219333,0.676082611,0.676082611
0.055043593,-0.269499928,0.599431992,0.599431992
0.192554846,-0.0185969528,4.12155724,4.12155724
0.15870215,-0.0146632958,2.66363335,2.66363335
-0.175867677,0.193328127,-2.72527504,-2.72527504
0.0592734925,0.169054225,1.91086006,1.91086006
-0.0287320539,0.0827620476,-2.12355614,-2.12355614
0.142491609,0.0786392689,2.73006058,2.73006058
-0.0609305464,0.0975177586,-2.4882679,-2.48826599
0.0687416717,0.276352167,2.34141922,2.34141922
-0.0516350716,-0.0449509397,-2.87993431,-2.87993431
0.124849185,0.00345738884,2.28809738,2.28809738
0.0946292356,-0.0241743214,1.82184219,1.82184219
-0.113801941,0.147122309,-2.57051086,-2.57051086
-0.147537932,-0.180849805,-3.70885658,-3.70885658
0.0507299937,0.148361877,1.73233795,1.73233795
0.15787515,-0.1364481,2.2963295,2.2963295
-0.155710295,0.273627996,-2.39455795,-2.39455795
-0.138230771,-0.181399807,-3.66951942,-3.66951942
-0.0834682211,0.0176348127,-2.83106995,-2.83106995
0.153130233,0.15632762,3.0888176,3.0888176
0.0832630247,-0.194891661,1.17953491,1.17953491
-0.0569269471,-0.0129570439,-2.80640411,-2.80640411
-0.141029611,-0.135942176,-3.53896904,-3.53896904
-0.0766667202,-0.223634288,-3.52913666,-3.52913475
0.0200958773,0.123016916,1.22654343,1.22654343
-0.172027349,-0.0113261389,-3.31005096,-3.31005096
0.112884477,0.148794085,2.55598068,2.55598068
0.126029238,-0.0310556199,2.20320129,2.20320129
0.128222838,-0.155548155,1.86707306,1.86707306
-0.0556757748,-0.194186658,-3.34836197,-3.34836197
-0.0130061843,-0.0647639856,-1.39883614,-1.39883614
-0.103629157,0.151068419,-2.51561928,-2.51561928
-0.0744612888,-0.136317402,-3.25656128,-3.25656128
-0.147643864,-0.0367069803,-3.26810074,-3.26810074
-0.0788141489,-0.0784362927,-3.10105896,-3.10105896
-0.105601095,0.1578933,-2.50325584,-2.50325394
0.172001332,-0.00124088838,3.28721619,3.28721619
0.0571993701,0.220303372,2.0232048,2.0232048
0.199531853,0.0681098923,4.62697792,4.62697792
0.155911788,0.245164946,3.37903786,3.37903786
0.116580598,-0.0234411657,2.10461617,2.10461617
-0.167538404,-0.290516675,-4.21801567,-4.21801376
-0.00911974628,-0.00341127999,-0.918758392,-0.918758392
-0.0370550454,0.0409004092,-2.5357132,-2.5357132
0.0208650809,0.201967821,1.45658302,1.45658302
-0.15653716,-0.164893404,-3.7012043,-3.7012043
0.117201991,0.208702117,2.78475952,2.78475952
0.19792968,0.223747209,4.97334671,4.97334671
0.155959606,-0.111391231,2.34618187,2.34618187
-0.0393353477,-0.139148936,-3.11046028,-3.11046028
0.0425197594,0.263283223,1.93395615,1.93395615
-0.0621436462,0.0342010707,-2.68634033,-2.68633842
-0.0814801455,-0.198120013,-3.47353554,-3.47353363
-0.121925786,-0.265232801,-3.86069107,-3.86069107
0.179717407,-0.0582722351,3.51189995,3.51189995
0.133648351,0.108797684,2.70465088,2.70465088
-0.123231538,-0.194722652,-3.64517212,-3.64517212
0.12479528,-0.141172975,1.86605835,1.86605835
0.165314078,-0.215966761,2.3359127,2.3359127
0.0710834488,0.188684329,2.13252258,2.13252258
-0.105897442,-0.134275585,-3.38673401,-3.3867321
0.185807556,-0.141241431,3.5227623,3.5227623
-0.02801718,-0.0404906459,-2.46010208,-2.46010208
-0.0987861007,0.165474653,-2.45027161,-2.45027161
0.108739734,-0.0730091929,1.86057091,1.86057091
0.13405031,-0.172155038,1.89181519,1.89181519
-0.198277697,0.0427004173,-3.35489464,-3.35489464
0.197631106,-0.276813418,3.62686539,3.62686539
-0.11680077,0.0113487858,-2.99377823,-2.99377823
0.123976298,-0.246574804,1.54566383,1.54566383
-0.041906137,0.148245484,-2.2486515,-2.2486515
-0.0513827167,-0.186698154,-3.30693054,-3.30692863
-0.121801667,-0.0539707281,-3.21173286,-3.21173286
-0.00823317003,0.217088655,-0.184530258,-0.184530258
0.0569009669,0.114241175,1.72544479,1.72544479
0.193194866,-0.0528939366,4.05297852,4.05297852
-0.0386582389,0.254008174,-1.91106224,-1.91106224
-0.101649769,0.137889147,-2.54691124,-2.54691124
0.101829253,-0.241327196,1.28092384,1.28092384
-0.0127074374,-0.179662511,-1.7225399,-1.7225399
-0.125849888,-0.0217031334,-3.1314888,-3.1314888
-0.0842281133,0.177636266,-2.34818649,-2.34818649
0.163041949,0.18163237,3.28693008,3.28693008
-0.0935876518,-0.13551937,-3.33825874,-3.33825874
-0.0981086567,-0.218977138,-3.61047554,-3.61047554
0.177519351,-0.0587713197,3.41736412,3.41736412
-0.110124208,0.208002627,-2.37011528,-2.37011528
-0.0403218791,-0.278929919,-3.53595543,-3.53595543
-0.135223374,0.0835502073,-2.85317612,-2.85317612
0.113162108,-0.173439369,1.62422943,1.62422943
0.166958243,0.210598275,3.55860519,3.55860519
0.139352307,-0.163403317,1.98441696,1.98441696
-0.179785609,0.220454127,-2.66498756,-2.66498756
-0.0776799098,0.0713498294,-2.64261627,-2.64261627
0.103986755,-0.22302404,1.36217499,1.36217117
0.112335339,0.263106883,2.8813324,2.8813324
0.0913499892,-0.035266351,1.74765205,1.74765205
0.150671259,0.0164745785,2.6538372,2.6538372
0.0979083702,0.192303568,2.49301147,2.49301529
0.099741146,-0.127287075,1.58764076,1.58764076
-0.152862445,-0.156996876,-3.65743065,-3.65743256
0.00114997476,0.00316615333,-0.118492126,-0.118492126
0.0330577381,-0.0629388988,0.894523621,0.894523621
0.114756554,0.247892246,2.86771965,2.86771965
-0.101309977,0.141913936,-2.53319168,-2.53319168
0.0711887404,0.0138542997,1.63223648,1.63223648
-0.124587908,0.177139357,-2.52668381,-2.52668381
0.184250519,0.133101806,4.21001244,4.21001244
0.167144001,0.290511161,3.74417686,3.74417686
-0.0591797307,0.0829341337,-2.52485847,-2.52485847
-0.010426905,0.291977257,-0.124700546,-0.124700546
-0.162476867,-0.0525750518,-3.37797165,-3.37797165
0.150215611,-0.129569218,2.22060776,2.22060776
0.11511714,-0.0703301057,1.94991302,1.94991302
0.191991419,0.230117902,4.763937,4.76393318
-0.0794718564,0.162115872,-2.3742466,-2.3742466
-0.0652573854,0.0638177022,-2.61014557,-2.61014557
0.0633923039,0.197757244,2.0486393,2.0486393
-0.190219671,-0.167905271,-3.9743576,-3.9743576
0.0847671255,0.0381139405,1.87653542,1.87653542
-0.00175796868,-0.266874015,-1.15873909,-1.15873909
-0.0606896468,0.219060138,-2.11652946,-2.11652946
-0.187642872,-0.0621382594,-3.60241127,-3.60241127
0.17805931,-0.269471556,2.85698128,2.85698509
0.0998822972,-0.145432428,1.53667641,1.53667641
0.146643534,0.147640795,2.98160934,2.98160934
0.154282063,-0.170445129,2.14909363,2.14909363
0.0125171021,0.167561963,1.230299,1.230299
-0.101720102,-0.161552221,-3.45122528,-3.45122528
-0.189127147,0.275109172,-2.55023003,-2.55023003
0.0840067491,0.0813362151,1.99276733,1.99276733
0.0975978896,0.0189677514,1.98504639,1.98504639
-0.00954647176,-0.0302806552,-1.03233337,-1.03233337
0.0561756864,-0.179079011,0.877752304,0.877752304
0.155223474,0.187051415,3.20360374,3.20359993
-0.0601745546,0.0471655764,-2.63813972,-2.63813972
-0.143589079,0.283407748,-2.30787659,-2.30787659
0.161157072,0.253138512,3.46809387,3.46809387
-0.0671347827,-0.19851917,-3.4117527,-3.4117527
-0.115291134,-0.245999172,-3.7711525,-3.77115059
-0.151955754,-0.257217288,-3.98278236,-3.98278236
0.195929229,-0.255565375,3.61268234,3.61268234
-0.146983162,0.19635275,-2.57808685,-2.57808876
0.0320960879,0.164650321,1.51275444,1.51275444
0.0523648039,0.229305044,1.97956467,1.97956467
0.0553870127,0.0132750561,1.42404366,1.42404366
0.0850998759,-0.0315643474,1.67838287,1.67838287
-0.0615744703,-0.0194085278,-2.84651184,-2.84651184
-0.132114351,0.177943036,-2.56043053,-2.56043053
-0.0957184881,-0.207881078,-3.56521988,-3.56521988
-0.101459101,0.205242097,-2.34101677,-2.34101677
-0.0679194853,0.111629918,-2.4764843,-2.4764843
0.14256385,-0.253353208,1.7539444,1.7539444
0.106009759,-0.115400717,1.70248795,1.70248795
-0.113351054,0.11334087,-2.67092514,-2.67092514
0.163918644,-0.122988477,2.52361298,2.52360916
0.0275335219,-0.126099527,0.640205383,0.640205383
0.0217142347,0.0731172189,1.11100388,1.11100388
0.0441341549,0.0741278231,1.43283653,1.43283844
-0.14596808,0.11612428,-2.80668831,-2.80669022
0.0699001402,0.109552875,1.89594269,1.89594269
-0.170371786,-0.0318966955,-3.36227608,-3.36227608
-0.036385946,-0.247973114,-3.41736031,-3.41736031
-0.111052826,-0.035422422,-3.11073303,-3.11073303
0.0971625224,-0.157762751,1.46594429,1.46594429
0.131899968,0.0274789706,2.44749451,2.44749451
0.104168676,-0.0164664108,1.96623421,1.96623421
-0.000322309817,0.0718316361,-0.022644043,-0.022644043
0.17118825,-0.00491245138,3.2363739,3.2363739
0.0114630153,0.0611981787,0.840864182,0.840864182
0.0950060561,-0.25688979,1.14864159,1.14864159
0.00627497537,-0.0110450462,0.228134155,0.228134155
0.168673992,-0.00389605178,3.10297012,3.10297012
-0.0126717864,0.277319998,-0.339706421,-0.339708328
-0.0197694153,-0.191469342,-2.29399872,-2.29399872
-0.113233551,-0.242887482,-3.75231743,-3.75231743
-0.199772745,-0.0408326052,-3.63476753,-3.63476753
0.107697032,0.140079871,2.46483994,2.46483994
-0.18714036,0.0419897437,-3.26460075,-3.26460075
-0.138286754,0.264645785,-2.33723831,-2.33723831
-0.133054003,0.0759835318,-2.86691666,-2.86691666
-0.0695046559,0.0849367976,-2.56482697,-2.56482697
-0.0350965597,0.155785829,-2.1076622,-2.1076622
-0.107728347,0.243475109,-2.25178146,-2.25178146
8.38597261e-05,0.153655887,0.25582695,0.25582695
0.139892071,0.299297154,3.33082008,3.33082008
-0.110421732,-0.127864555,-3.38639832,-3.38640022
-0.099826768,-0.142277196,-3.38537407,-3.38537407
0.0329778977,0.296113521,1.8894577,1.8894577
0.196111232,0.0160639379,4.35390091,4.35390091
0.055610884,0.215982333,1.98873901,1.98873901
0.173173383,-0.177683622,2.86641121,2.86641121
0.0114166914,0.199702233,1.24967766,1.24967766
-0.0787191689,-0.0361145735,-2.97274208,-2.97274208
0.194248438,0.291028023,4.99983978,4.99983978
0.162442729,0.179069012,3.27199745,3.27199745
-0.0923478007,-0.107489958,-3.24832726,-3.24832726
0.0189131368,0.0364664234,0.969284058,0.969284058
0.00220112782,0.0820021704,0.199975967,0.199975967
-0.0366707891,0.149504498,-2.18055916,-2.18055916
-0.0665800273,-0.1015938,-3.11709023,-3.11709023
-0.149109617,-0.186772674,-3.73438263,-3.73438263
0.140208349,-0.032230597,2.37989998,2.37989998
-0.108852886,0.155604661,-2.52391815,-2.52391815
0.0215924494,-0.287306398,0.110137939,0.110137939
-0.0734554157,-0.193799153,-3.42530251,-3.42530251
0.0623491444,-0.134981379,1.08560371,1.08560371
-0.174021289,-0.267039001,-4.18804169,-4.18804169
0.0326909199,-0.286965936,0.260984421,0.260984421
0.139516845,-0.206761733,1.85910988,1.85910988
0.0426265337,-0.0331871845,1.11348915,1.11348915
-0.0228593908,-0.256921709,-2.72890091,-2.72890091
0.121100903,0.235831484,2.91277122,2.91277122
-0.195593327,-0.192837492,-4.10165405,-4.10165405
0.161561683,0.0296961684,2.8290062,2.8290062
-0.139984176,-0.178325728,-3.66760063,-3.66760254
0.0639944971,0.134890094,1.88328934,1.88328934
0.0397707224,0.271889031,1.91877747,1.91877747
-0.00237455848,-0.119836852,-0.758428574,-0.758428574
-0.00910683628,-0.0842002258,-1.16182137,-1.16182137
-0.110233642,-0.272422045,-3.83173752,-3.83173752
-0.0591150038,0.126845613,-2.39081383,-2.39081383
-0.192624882,-0.0364928916,-3.56166458,-3.56166458
0.0576037616,0.0662424639,1.60243225,1.60243225
0.110659376,0.186311826,2.63694763,2.63694763
0.0846823305,-0.238321379,1.07120895,1.07120895
-0.00999102276,0.0620435737,-0.787088394,-0.787088394
-0.101773582,-0.274468899,-3.80088615,-3.80088615
-0.110563874,-0.0270633586,-3.0834713,-3.0834713
-0.0344278738,-0.193999812,-3.18391991,-3.18391991
0.129766211,0.255412012,3.07880402,3.07880402
-0.119460672,0.257743746,-2.26670456,-2.26670456
-0.192855611,0.254977494,-2.62680244,-2.62680244
0.180771515,-0.292768896,2.90762711,2.90762711
0.105207719,0.282120943,2.84656906,2.84656906
0.162360892,0.282426089,3.55811119,3.55811119
0.0201294031,-0.253106326,0.18356514,0.18356514
0.139915675,0.068296954,2.6674633,2.6674633
0.0458946973,-0.0496478342,1.11429977,1.11429977
0.0287367906,-0.207852125,0.431880951,0.431877136
0.0959080085,-0.254989624,1.16567039,1.16567039
0.0919123068,0.209387049,2.46684647,2.46684647
-0.011012529,0.00589821953,-1.0343132,-1.0343132
-0.0751142874,0.28167516,-1.9898262,-1.9898262
0.0932497904,-0.0786068663,1.64601898,1.64601898
-0.130077049,-0.168252245,-3.59219742,-3.59219742
-0.0144310854,0.265541047,-0.509054184,-0.509054184
0.0936585367,-0.170853749,1.38291359,1.38291359
0.143824458,-0.0730796829,2.30573463,2.30573463
0.140688866,-0.154980242,2.0260067,2.0260067
0.0474642441,0.256002307,1.98392487,1.98392487
-0.0968423933,0.115755953,-2.59279633,-2.59279633
0.194925055,-0.209641024,3.69205475,3.69205475
-0.164639086,0.104517117,-2.92968941,-2.92968941
-0.0641056225,-0.257253319,-3.57509804,-3.57509613
-0.00987775251,0.152262405,-0.505661011,-0.505661011
-0.0859510377,-0.0989718735,-3.1944828,-3.1944828
0.138279766,0.0120431473,2.4841404,2.4841404
